FileRowID,LINE TYPE,CMS-70,CMS-70 NO VOLUME/NOT PERFORMED,CHARGE CODE/ PACKAGE,CHARGE DESCRIPTION,DRG,CPT,MODIFIERS,REV CODE,NDC,GROSS CHARGES,SELF PAY CASH PRICE,MIN NEGOTIATED RATE,MAX NEGOTIATED RATE,Aetna Commercial IP Rate,Aetna Commercial OP Rate,Aetna St Dominic Employee Group IP Rate,Aetna St Dominic Employee Group OP Rate,Blue Cross of Mississippi AHS IP Rate,Blue Cross of Mississippi AHS OP Rate,Blue Cross of Mississippi FMP IP Rate,Blue Cross of Mississippi FMP OP Rate,Cigna Commercial Plan IP Rate,Cigna Commercial Plan OP Rate,Cigna Medicare Advantange IP Rate,Cigna Medicare Advantange OP Rate,Humana ChoiceCare Commercial IP Rate,Humana ChoiceCare Commercial OP Rate,Humana ChoiceCare Medicare IP Rate,Humana ChoiceCare Medicare OP Rate,Magellan IP Rate,Magellan OP Rate,Magnolia Health Plan Allwell IP Rate,Magnolia Health Plan Allwell OP Rate,Magnolia Health Plan CHIP IP Rate,Magnolia Health Plan CHIP OP Rate,Magnolia Health Plan Medicaid IP Rate,Magnolia Health Plan Medicaid OP Rate,Medicare Advantage Miscellaneous Plans IP Rate,Medicare Advantage Miscellaneous Plans OP Rate,Medicare IP Rate,Medicare OP Rate,Mississippi Medicaid Traditional IP Rate,Mississippi Medicaid Traditional OP Rate,Molina Healthcare of Mississippi IP Rate,Molina Healthcare of Mississippi OP Rate,PHCS IP Rate,PHCS OP Rate,PPO Plus IP Rate,PPO Plus OP Rate,United Behavioral Health IP Rate,United Behavioral Health MSCAN IP Rate,United Behavioral Health MSCAN OP Rate,United Behavioral Health OP Rate,United Healthcare of Mississippi CAN IP Rate,United Healthcare of Mississippi CAN OP Rate,United Healthcare of Mississippi CHIP IP Rate,United Healthcare of Mississippi CHIP OP Rate,United Healthcare of Mississippi Commercial IP Rate,United Healthcare of Mississippi Commercial OP Rate,United Healthcare of Mississippi PPO IP Rate,United Healthcare of Mississippi PPO OP Rate,United Healthcare of Mississippi Select IP Rate,United Healthcare of Mississippi Select OP Rate,Windsor Health Plan IP Rate,Windsor Health Plan OP Rate
7703,CDM,,,8216106,CT CONFORMIS BILAT LOWER EXT WO,NA,73700,50,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$382.68,NA,$545.96,NA,$545.96,NA,$382.68,NA,$203.42,NA,$696.60,NA,$203.42,NA,NA,NA,$205.44,NA,$100.76,NA,$89.78,NA,$201.41,NA,$201.41,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$419.41,NA,$512.28,NA,$372.00,NA,$201.41
7704,CDM,,,8216109,CT CONFORMIS LT LOWER EXT WO,NA,73700,LT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7705,CDM,,,8216112,CT CONFORMIS RT LOWER EXT WO,NA,73700,RT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7711,CDM,,,7629036,CT FOOT LOWER EXT WO CONTRAST LT,NA,73700,LT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7712,CDM,,,7629039,CT FOOT LOWER EXT WO CONTRAST RT,NA,73700,RT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7718,CDM,,,7654110,CT HIP LOWER EXT WO CONTRAST LT,NA,73700,LT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7719,CDM,,,7629074,CT HIP LOWER EXT WO CONTRAST RT,NA,73700,RT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7721,CDM,,,7629086,CT KNEE LOWER EXT WO CONTRAST LT,NA,73700,LT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7722,CDM,,,7629089,CT KNEE LOWER EXT WO CONTRAST RT,NA,73700,RT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7726,CDM,,,7629110,CT LOWER EXTREMITY WO BILAT,NA,73700,50,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$382.68,NA,$545.96,NA,$545.96,NA,$382.68,NA,$203.42,NA,$696.60,NA,$203.42,NA,NA,NA,$205.44,NA,$100.76,NA,$89.78,NA,$201.41,NA,$201.41,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$419.41,NA,$512.28,NA,$372.00,NA,$201.41
7727,CDM,,,7629113,CT LOWER EXTREMITY WO CONTRAST LT,NA,73700,LT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7728,CDM,,,7629116,CT LOWER EXTREMITY WO CONTRAST RT,NA,73700,RT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7737,CDM,,,8216121,CT WRIGHT LT LOWER EXT WO,NA,73700,LT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7738,CDM,,,8216124,CT WRIGHT RT LOWER EXT WO,NA,73700,RT,350,NA,"$1,548.00",$495.36,$89.78,"$1,548.00",NA,$727.56,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$696.60,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$696.60,NA,$696.60,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
10754,CDM,,,7629570,MRI FOOT WO CONTRAST LT,NA,73718,LT,610,NA,"$3,749.00","$1,199.68",$186.66,"$3,749.00",NA,"$1,762.03",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,687.05",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,687.05",NA,"$1,687.05",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10755,CDM,,,7629573,MRI FOOT WO CONTRAST RT,NA,73718,RT,610,NA,"$3,749.00","$1,199.68",$186.66,"$3,749.00",NA,"$1,762.03",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,687.05",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,687.05",NA,"$1,687.05",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10756,CDM,,,7629660,MRI LOWER LEG WO CONTRAST LT,NA,73718,LT,610,NA,"$3,749.00","$1,199.68",$186.66,"$3,749.00",NA,"$1,762.03",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,687.05",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,687.05",NA,"$1,687.05",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10757,CDM,,,7629663,MRI LOWER LEG WO CONTRAST RT,NA,73718,RT,610,NA,"$3,749.00","$1,199.68",$186.66,"$3,749.00",NA,"$1,762.03",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,687.05",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,687.05",NA,"$1,687.05",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10821,CDM,X,,7629426,MRI ANKLE WO CONTRAST LT,NA,73721,LT,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,154.25",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10822,CDM,X,,7629429,MRI ANKLE WO CONTRAST RT,NA,73721,RT,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,154.25",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10829,CDM,X,,8112878,MRI HIP BILATERAL WO,NA,73721,50,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$891.80,NA,"$1,103.04",NA,"$1,103.04",NA,$891.80,NA,$474.06,NA,"$1,154.25",NA,$474.06,NA,NA,NA,$478.76,NA,$206.47,NA,$186.66,NA,$469.37,NA,$469.37,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$941.23,NA,"$1,149.65",NA,$833.28,NA,$469.37
10830,CDM,X,,7629612,MRI HIP LIMITED WO CONTRAST LT,NA,73721,LT,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,154.25",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10831,CDM,X,,7629615,MRI HIP LIMITED WO CONTRAST RT,NA,73721,RT,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,154.25",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10832,CDM,X,,7629618,MRI HIP WO CONTRAST LT,NA,73721,LT,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,154.25",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10833,CDM,X,,7629621,MRI HIP WO CONTRAST RT,NA,73721,RT,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,154.25",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10835,CDM,X,,7629639,MRI KNEE WO CONTRAST LT,NA,73721,LT,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,154.25",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
10836,CDM,X,,7629642,MRI KNEE WO CONTRAST RT,NA,73721,RT,610,NA,"$2,565.00",$820.80,$186.66,"$2,565.00",NA,"$1,205.55",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,154.25",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,154.25",NA,"$1,154.25",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
7413,CDM,,,8292197,ORX ABDOMEN KUB 1 V,NA,74018,N/A,320,NA,$228.00,$72.96,$50.72,$228.00,NA,$107.16,NA,$138.00,NA,$91.20,NA,$91.20,NA,$138.00,NA,$73.36,NA,$102.60,NA,$73.36,NA,NA,NA,$74.08,NA,$55.79,NA,$63.92,NA,$72.63,NA,$72.63,NA,$63.92,NA,$63.92,NA,$102.60,NA,$102.60,NA,NA,NA,NA,NA,$50.72,NA,$50.72,NA,$138.29,NA,$168.91,NA,$122.76,NA,$72.63
7414,CDM,,,7613192,ORX ABDOMEN KUB 1 V,NA,74018,N/A,320,NA,$228.00,$72.96,$50.72,$228.00,NA,$107.16,NA,$138.00,NA,$91.20,NA,$91.20,NA,$138.00,NA,$73.36,NA,$102.60,NA,$73.36,NA,NA,NA,$74.08,NA,$55.79,NA,$63.92,NA,$72.63,NA,$72.63,NA,$63.92,NA,$63.92,NA,$102.60,NA,$102.60,NA,NA,NA,NA,NA,$50.72,NA,$50.72,NA,$138.29,NA,$168.91,NA,$122.76,NA,$72.63
7415,CDM,,,7630071,XR ABDOMEN KUB 1 V,NA,74018,N/A,320,NA,$228.00,$72.96,$50.72,$228.00,NA,$107.16,NA,$138.00,NA,$91.20,NA,$91.20,NA,$138.00,NA,$73.36,NA,$102.60,NA,$73.36,NA,NA,NA,$74.08,NA,$55.79,NA,$63.92,NA,$72.63,NA,$72.63,NA,$63.92,NA,$63.92,NA,$102.60,NA,$102.60,NA,NA,NA,NA,NA,$50.72,NA,$50.72,NA,$138.29,NA,$168.91,NA,$122.76,NA,$72.63
7416,CDM,,,7617061,XR ABDOMEN LT LATERAL DECUBITUS ONLY,NA,74018,LT,320,NA,$228.00,$72.96,$50.72,$228.00,NA,$107.16,NA,$138.00,NA,$91.20,NA,$91.20,NA,$138.00,NA,$73.36,NA,$102.60,NA,$73.36,NA,NA,NA,$74.08,NA,$55.79,NA,$63.92,NA,$72.63,NA,$72.63,NA,$63.92,NA,$63.92,NA,$102.60,NA,$102.60,NA,NA,NA,NA,NA,$50.72,NA,$50.72,NA,$138.29,NA,$168.91,NA,$122.76,NA,$72.63
7255,CDM,,,7617052,XR ABDOMEN AP W LT LATERAL DECUBITUS,NA,74019,N/A,320,NA,$337.00,$107.84,$89.78,$337.00,NA,$158.39,NA,$185.90,NA,$91.20,NA,$91.20,NA,$185.90,NA,$98.82,NA,$151.65,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$151.65,NA,$151.65,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7256,CDM,,,7617058,XR ABDOMEN COMPLETE SERIES 2 VIEW MAX,NA,74019,N/A,320,NA,$337.00,$107.84,$89.78,$337.00,NA,$158.39,NA,$185.90,NA,$91.20,NA,$91.20,NA,$185.90,NA,$98.82,NA,$151.65,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$151.65,NA,$151.65,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7258,CDM,,,8013896,XR ABDOMEN FLAT ERECT,NA,74019,N/A,320,NA,$337.00,$107.84,$89.78,$337.00,NA,$158.39,NA,$185.90,NA,$91.20,NA,$91.20,NA,$185.90,NA,$98.82,NA,$151.65,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$151.65,NA,$151.65,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7217,CDM,,,7630074,XR ABDOMEN SERIES W CXR AP VIEW,NA,74022,N/A,320,NA,$400.00,$128.00,$89.78,$400.00,NA,$188.00,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$180.00,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$180.00,NA,$180.00,NA,NA,NA,NA,NA,$91.60,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7663,CDM,,,7758570,CT ABDOMEN WO CONTRAST,NA,74150,N/A,350,NA,"$2,052.00",$656.64,$89.78,"$2,052.00",NA,$964.44,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$923.40,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$923.40,NA,$923.40,NA,NA,NA,NA,NA,$89.78,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7664,CDM,,,7628908,CT ABDOMEN WO CONTRAST,NA,74150,N/A,350,NA,"$2,052.00",$656.64,$89.78,"$2,052.00",NA,$964.44,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$923.40,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$923.40,NA,$923.40,NA,NA,NA,NA,NA,$89.78,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7665,CDM,,,7609728,CT ADRENAL ABDOMEN WO,NA,74150,N/A,350,NA,"$2,052.00",$656.64,$89.78,"$2,052.00",NA,$964.44,NA,$185.90,NA,$225.38,NA,$225.38,NA,$185.90,NA,$98.82,NA,$923.40,NA,$98.82,NA,NA,NA,$99.80,NA,$100.76,NA,$89.78,NA,$97.84,NA,$97.84,NA,$89.78,NA,$89.78,NA,$923.40,NA,$923.40,NA,NA,NA,NA,NA,$89.78,NA,$91.60,NA,$194.22,NA,$237.23,NA,$172.36,NA,$97.84
7640,CDM,,,7609746,CT ABDOMEN W CONTRAST,NA,74160,N/A,350,NA,"$2,655.00",$849.60,$145.96,"$2,655.00",NA,"$1,247.85",NA,$304.59,NA,$529.80,NA,$529.80,NA,$304.59,NA,$161.91,NA,"$1,194.75",NA,$161.91,NA,NA,NA,$163.52,NA,$180.66,NA,$145.96,NA,$160.31,NA,$160.31,NA,$145.96,NA,$145.96,NA,"$1,194.75",NA,"$1,194.75",NA,NA,NA,NA,NA,$145.96,NA,$164.24,NA,$315.76,NA,$385.67,NA,$280.24,NA,$160.31
7641,CDM,,,7758215,CT ABDOMEN W CONTRAST ADD-ON,NA,74160,N/A,350,NA,"$2,655.00",$849.60,$145.96,"$2,655.00",NA,"$1,247.85",NA,$304.59,NA,$529.80,NA,$529.80,NA,$304.59,NA,$161.91,NA,"$1,194.75",NA,$161.91,NA,NA,NA,$163.52,NA,$180.66,NA,$145.96,NA,$160.31,NA,$160.31,NA,$145.96,NA,$145.96,NA,"$1,194.75",NA,"$1,194.75",NA,NA,NA,NA,NA,$145.96,NA,$164.24,NA,$315.76,NA,$385.67,NA,$280.24,NA,$160.31
7603,CDM,,,7628896,CT ABDOMEN PELVIS VENOGRAM W CONTRAST,NA,74174,N/A,350,NA,"$5,185.00","$1,659.20",$305.86,"$5,185.00",NA,"$2,436.95",NA,$627.97,NA,$852.68,NA,$852.68,NA,$627.97,NA,$333.82,NA,"$2,333.25",NA,$333.82,NA,NA,NA,$337.12,NA,$345.57,NA,$305.86,NA,$330.51,NA,$330.51,NA,$305.86,NA,$305.86,NA,"$2,333.25",NA,"$2,333.25",NA,NA,NA,NA,NA,$305.86,NA,$314.15,NA,$661.68,NA,$808.20,NA,$586.52,NA,$330.51
7604,CDM,,,7976043,CT CTA ABDOMEN PELVIS,NA,74174,N/A,350,NA,"$5,185.00","$1,659.20",$305.86,"$5,185.00",NA,"$2,436.95",NA,$627.97,NA,$852.68,NA,$852.68,NA,$627.97,NA,$333.82,NA,"$2,333.25",NA,$333.82,NA,NA,NA,$337.12,NA,$345.57,NA,$305.86,NA,$330.51,NA,$330.51,NA,$305.86,NA,$305.86,NA,"$2,333.25",NA,"$2,333.25",NA,NA,NA,NA,NA,$305.86,NA,$314.15,NA,$661.68,NA,$808.20,NA,$586.52,NA,$330.51
7605,CDM,,,7609755,CT CTA ABDOMEN PELVIS,NA,74174,N/A,350,NA,"$5,185.00","$1,659.20",$305.86,"$5,185.00",NA,"$2,436.95",NA,$627.97,NA,$852.68,NA,$852.68,NA,$627.97,NA,$333.82,NA,"$2,333.25",NA,$333.82,NA,NA,NA,$337.12,NA,$345.57,NA,$305.86,NA,$330.51,NA,$330.51,NA,$305.86,NA,$305.86,NA,"$2,333.25",NA,"$2,333.25",NA,NA,NA,NA,NA,$305.86,NA,$314.15,NA,$661.68,NA,$808.20,NA,$586.52,NA,$330.51
7606,CDM,,,7976188,CT MESENTERIC ARTERY,NA,74174,N/A,350,NA,"$5,185.00","$1,659.20",$305.86,"$5,185.00",NA,"$2,436.95",NA,$627.97,NA,$852.68,NA,$852.68,NA,$627.97,NA,$333.82,NA,"$2,333.25",NA,$333.82,NA,NA,NA,$337.12,NA,$345.57,NA,$305.86,NA,$330.51,NA,$330.51,NA,$305.86,NA,$305.86,NA,"$2,333.25",NA,"$2,333.25",NA,NA,NA,NA,NA,$305.86,NA,$314.15,NA,$661.68,NA,$808.20,NA,$586.52,NA,$330.51
7635,CDM,,,7609734,CT ABDOMEN PELVIS STONE PROTOCOL,NA,74176,N/A,350,NA,"$3,137.00","$1,003.84",$186.66,"$3,137.00",NA,"$1,474.39",NA,$392.58,NA,$451.62,NA,$451.62,NA,$392.58,NA,$208.69,NA,"$1,411.65",NA,$208.69,NA,NA,NA,$210.75,NA,$206.47,NA,$186.66,NA,$206.62,NA,$206.62,NA,$186.66,NA,$186.66,NA,"$1,411.65",NA,"$1,411.65",NA,NA,NA,NA,NA,$187.70,NA,$187.70,NA,$403.82,NA,$493.23,NA,$357.12,NA,$206.62
